content,label1,label2
舒适性】车子的稳定性很高，并且坐在车内整体氛围很好,舒适性,噪音
外观】这款车子的外形设计与线条处理都很好,外观,外观设计风格
最满意】我最满意的是这车的颜值吧,外观,外观设计风格
说实在的，比亚迪的车，颜值都很在线，就像这款车一样，我就觉得它是属于耐看型的,外观,外观设计风格
它的整车线条流畅，不管是正面还是侧面，都能够抓住我的眼球,外观,外观设计风格
最不满意】车子的转弯半径有点大，并且在行车过程中有一些风躁，其它方面这款唐新能源做得都很好,操控,
动力】四驱系统使得这么大的车身有着比较良好的运动性，并且车子的前期启动与中期的加速均比较让我满意,动力,综合动力
操控】车子的电动设计覆盖率很高，车子的自动空调、电动车窗等都使得驾驶是一件比较轻松的事,操控,
电耗】电动车的电耗在15千瓦时以下，我觉得对于一款七座车来说，这样的消耗是可以接受的,用车成本,价格
外观】车身线条比较大气，并且漆面很正，在这我看来，简直就是完美，所以我对它的外观相当的喜欢,外观,外观设计风格
最满意】我对这款车的续航特别满意，因为有了刀片电池，所以续航方面得到了保障，工信部给出的数据是505公里，实际上的偏差并不太大，满足平时使用绝对没有问题,动力,续航
最不满意】最不满意的是这款车的第三排空间有点小，因为它不过是辆中型SUV，但车内要设计三排座椅，第三排难免会有些不足,空间,
空间】这款车的轴距有2820毫米，车内是7座的布局，第三排是两个座椅，规划的很好，然后空间也安排的很合理，但毕竟只是一辆中型SUV，所以第三排的空间并不是很大,空间,
动力】在动力方面，这款车用的是前后两台电机，前电机最大功率180kW，最大扭矩330Nm，后电机最大功率200kW，最大扭矩350Nm，总功率达到380kW，性能可想而知，所以这款车给我带来的驾驶激情非常明显，不能让我对纯电动汽车有了新的认识,动力,综合动力
操控】底盘结构方面采用的是前麦弗逊式+后多连杆式独立悬挂，这也是较为常见的组合了，能够兼具舒适性与操控性，而底盘调校也来自前奔驰底盘专家汉斯·柯克之手，所以舒适性更为出色，车内的皮质座椅也非常柔软宽大，并带有多向调节，什么体型的人都能有舒服的姿势,操控,
电耗】除了带家人出去玩以外，平时我也会用车，而且在城里的用车环境比较复杂，但因为技术上比较给力，所以我的续航差不多也不到500公里，一星期只是充四五次电，感觉太省了,动力,续航
舒适性】车内的座椅是由弗吉亚高性能骨架平台开发的，使用的是双密度填充材质，在支撑性、舒适度及安全性方面都有着突出的表现，而且前排还有手动的腿托，哪怕是长时间乘坐，也可以保证车的舒适，要是感觉疲劳的话，也有可以得到有效缓解，舒适性极佳,舒适性,座椅
最满意】最满意的方面就是这款车的性能，空间然后就是它的外观了，基本上每周都会出差，一款省钱的车是非常的有必要的，虽然这款车价格稍微贵了点，但是后期的消耗是没有任何问题的，平时一个月油钱基本上都能在成千的，这款车购买之后，平时跑的路程是一样的，但是油钱省下来的确实是不少,空间,
所以，省钱才是硬道理,其他信息,其他信息
最不满意】不太满意的地方还是这款车的电耗，也可能没有开习惯的原因，车子的电耗能稳定在14千瓦时左右，如果能再低点就更完美了,用车成本,价格
空间】空间后备箱稍微有点不太喜欢，其他的没有任何问题，而且我一米八三在车内任意折腾都没问题，空间很大,空间,
动力】比亚迪唐这款车有着不俗的动力，基本上轻轻一踩油门就能到五六十迈，提速非常的快,动力,综合动力
操控】车子的操控也是比较轻盈的，放线盘非常的精准，没有任何的虚位，而且比较灵活,操控,
最不满意】不太满意的地方就是这款车的空间方面，总觉得稍微的欠缺了一点，后备箱的容积还是比较不错的,空间,
空间】空间方面是非常的可以的，基本上在车内感受不到那种很压抑的气氛,空间,
不过第三排不太适合坐人,空间,
操控】操控也是挺简单的，而且这款车的方向盘是皮质的，那种手感是非常棒的,操控,
方向盘的操控也是比较便捷的,操控,
舒适性】车内的质感非常的高级，皮质的座椅坐上去非常的舒服,舒适性,座椅
最满意】外形时尚，整体车身设计比较简洁大气，外观中添加了很多细节化的元素，比如车尾“4.4s”的标识则凸显了这款车比较强悍的加速能力，像这样的设计在唐新能源的车身中还有很多，足见厂家在做车方面的用心程度,外观,外观设计风格
最不满意】感觉后备厢的空间稍微差了点意思，不过我平时用后备厢的时间较少，这方面对于我来说影响性不大,空间,
还有一点就是我觉得车子的滤振效果较为一般,舒适性,噪音
经过减速带有明显的震感,操控,
空间】个人感觉车子的后备厢空间稍显逊色，虽然这方面对于我的影响并不大,空间,
但有时候需要后备箱放大物件的时候可能有点勉强了,空间,
动力】百公里加速还是很快的，并且还是四驱的车子，日常出行完全不会存在肉的感觉，加速迅猛，整体动力表现满意,动力,综合动力
操控】操控挺稳当的，驾驶起来感觉并没有特别大的转弯半径，并且方向盘的手感不错,操控,
电耗】车身和车重数据还是蛮大的，这么大的车电耗还不到16千瓦时，对比同级别的车，唐的经济性很强,用车成本,价格
舒适性】舒适性很强，车内精音效果控制的好，就是感觉车子在行驶过比较颠簸的路面时，滤振效果还需要做一些提升,舒适性,噪音
性价比】唐新能源的价位我感觉还是很实惠的,用车成本,价格
买车也有优惠，配置丰富，动力强劲，我觉得值,动力,综合动力
最不满意】不满意的是舒适性方面,舒适性,座椅
行车过程中有一些风躁的问题，但是整体来说这方面对于我并不构成特别大的影响,操控,
空间】空间大，坐在车内，头顶间距与双腿间距都非常宽敞，全身都非常的放松，感觉车内整体的空间利用率很高,空间,
动力】动力那肯定是没话说的，唐新能源就算在车内满载的情况下也具有很不错的动力输出，并且整个旅途中动力的表现很平顺,动力,综合动力
电耗】电耗满意的，提车也有几个月的时间了，平均算下来百公里电耗差不多在15-16度之间，还是挺省电的，一年下来应该可以省下不少费用吧,用车成本,价格
舒适性】座椅设计得很人性化，坐在车内可以感觉到座椅对于身体有良好的支撑性,舒适性,座椅
有个小问题就是车子行驶过程中的风躁会有一些,内饰,
最不满意】不满意的地方就是车子的转弯半径有点大，但是对于这样一款大家伙来说，转弯半径的问题在所难免，不过方向盘的的精准度还是很高的，而且方向盘的手感也不是很重，可以很好的对于车子进行操控,操控,
空间】空间设计合理，坐在驾驶位，前胸与方向盘还有两圈左右的距离，头顶与车顶也有一定的距离,空间,
另外，车内的储物设计也比较合理，不会有物品随意堆放的困扰，整体储物能力还是很强的,空间,
动力】动力强劲，车子的最大功率可以达到380千瓦，最大扭矩达到了680牛米，在SUV中这样的数据还算是比较突出的了，而且相较于同级别的车，唐新能源在动力方面也毫不逊色,动力,综合动力
在前期的启动过程中，四驱的优越性就体现出来了，在红绿灯起步的时候，可以很轻松的超过其他车辆，并顺利的进入一个稳定的加速阶段,动力,综合动力
操控】车子上手容易，难度并不高，方向盘的精准度很好，在转弯的过程中比较舒服，灵活性也很高,操控,
